batch_id,storage_day,variety,storage_mode,initial_quality_score,curing_score,initial_weight_kg,temperature_C,relative_humidity_pct,mq135_gas_index,avg_temperature_24h_C,avg_humidity_24h_pct,avg_mq135_24h,hours_temp_above_27C_24h,hours_RH_above_65pct_24h,weight_loss_pct,decay_pct,sprouting_pct,remaining_shelf_life_days,usable_storage_endpoint_day,data_type
B077,56,Red,Warm_ambient,0.858,0.928,10.363,29.98,78.51,158.22,29.99,77.66,159.26,7.23,11.4,3.41,0.0,0.0,64,120,synthetic_research_anchored
B029,70,Red,Ventilated_ambient,0.99,0.887,17.853,35.52,66.33,297.09,35.19,67.51,296.99,21.91,0.0,5.15,87.29,66.96,8,78,synthetic_research_anchored
B165,40,Red,Ventilated_ambient,0.935,0.813,15.617,29.01,72.48,173.07,28.65,72.32,167.1,5.07,6.86,1.73,0.93,0.0,69,109,synthetic_research_anchored
B153,70,Yellow,Warm_ambient,0.92,0.98,13.087,30.75,71.01,165.09,30.91,70.9,165.52,8.13,7.13,3.47,5.38,4.8,44,114,synthetic_research_anchored
B171,73,Yellow,Ventilated_ambient,0.955,0.905,19.793,24.49,71.95,210.82,24.58,72.62,210.82,0.0,4.45,2.64,37.17,39.55,20,93,synthetic_research_anchored
B080,2,Yellow,Warm_ambient,0.978,0.723,8.99,29.87,74.53,166.62,29.44,73.98,168.58,4.8,8.19,0.24,0.17,0.57,96,98,synthetic_research_anchored
B121,55,Yellow,Warm_ambient,0.895,0.686,13.704,31.59,63.38,142.35,31.62,63.52,150.39,11.79,0.0,3.25,2.05,2.58,46,101,synthetic_research_anchored
B011,118,Red,Warm_ambient,0.9,0.748,17.493,32.03,74.85,290.02,32.45,75.11,295.46,13.13,9.44,7.94,100.0,100.0,0,63,synthetic_research_anchored
B077,6,Red,Warm_ambient,0.858,0.928,10.363,30.86,83.88,148.35,30.45,84.49,151.38,11.2,18.43,0.49,0.04,0.0,114,120,synthetic_research_anchored
B158,93,Red,Ventilated_ambient,0.858,0.876,18.257,26.37,70.34,264.9,26.34,70.67,265.72,0.4,4.42,3.15,61.49,79.55,7,100,synthetic_research_anchored
B124,51,Red,Warm_ambient,0.923,0.821,11.539,40.5,79.19,210.98,40.47,79.52,214.27,24.0,12.87,6.06,7.9,6.31,38,89,synthetic_research_anchored
B158,87,Red,Ventilated_ambient,0.858,0.876,18.257,26.54,70.02,231.95,26.6,70.85,235.8,0.0,5.49,2.79,55.53,64.42,13,100,synthetic_research_anchored
B150,26,Yellow,Ventilated_ambient,0.815,0.915,8.623,32.37,71.96,172.38,32.46,71.67,169.16,11.91,6.22,2.16,7.1,6.42,31,57,synthetic_research_anchored
B068,91,Yellow,Warm_ambient,0.849,0.756,19.824,33.94,77.47,305.04,34.09,77.77,302.85,17.88,11.45,7.86,100.0,100.0,0,69,synthetic_research_anchored
B029,115,Red,Ventilated_ambient,0.99,0.887,17.853,36.08,61.86,297.78,36.0,61.88,307.05,21.39,0.0,8.56,100.0,94.39,0,78,synthetic_research_anchored
B125,87,Yellow,Ventilated_ambient,0.874,0.679,13.26,24.28,65.32,236.34,24.03,64.81,238.64,0.0,0.0,2.25,59.22,84.37,1,88,synthetic_research_anchored
B084,32,Red,Ventilated_ambient,0.835,0.734,19.633,26.77,69.21,161.27,26.89,69.0,154.06,0.24,3.96,0.92,0.0,0.3,61,93,synthetic_research_anchored
B108,113,White,Ventilated_ambient,0.99,0.6,15.022,31.35,65.7,255.01,31.76,65.7,257.55,10.74,0.82,5.97,78.08,97.77,0,82,synthetic_research_anchored
B130,111,Red,Warm_ambient,0.719,0.933,12.565,33.06,78.88,303.38,33.1,79.22,305.85,14.76,9.98,9.37,100.0,100.0,0,71,synthetic_research_anchored
B155,31,Yellow,Ventilated_ambient,0.877,0.98,14.015,32.37,55.05,154.12,32.32,55.59,157.84,11.74,0.0,1.83,0.48,0.75,89,120,synthetic_research_anchored
B171,76,Yellow,Ventilated_ambient,0.955,0.905,19.793,25.66,71.65,216.95,26.22,71.91,213.03,0.66,6.45,2.09,44.4,50.29,17,93,synthetic_research_anchored
B136,31,Red,Ventilated_ambient,0.895,0.793,14.366,33.86,62.88,156.71,34.15,62.85,153.65,16.98,1.54,2.04,0.0,1.37,66,97,synthetic_research_anchored
B141,98,Red,Warm_ambient,0.92,0.822,8.109,31.93,75.64,299.79,31.69,74.8,302.58,10.0,10.63,6.79,100.0,96.69,0,94,synthetic_research_anchored
B075,18,Red,Ventilated_ambient,0.89,0.863,11.502,31.59,67.48,177.42,31.52,67.3,178.14,11.11,3.35,1.09,0.71,0.0,69,87,synthetic_research_anchored
B012,119,Yellow,Ventilated_ambient,0.883,0.655,9.702,27.91,79.72,277.47,27.91,80.09,276.66,1.06,13.77,5.63,86.8,100.0,0,105,synthetic_research_anchored
B068,106,Yellow,Warm_ambient,0.849,0.756,19.824,35.54,79.92,316.33,35.6,80.15,319.86,21.33,14.29,10.12,100.0,100.0,0,69,synthetic_research_anchored
B103,96,Red,Warm_ambient,0.842,0.726,15.994,36.89,79.7,313.84,36.63,79.65,320.41,24.0,12.86,9.71,100.0,100.0,0,71,synthetic_research_anchored
B046,104,White,DOGR_like,0.819,0.826,19.921,27.87,59.86,255.13,27.3,59.61,253.72,0.0,0.0,3.22,65.95,92.71,0,82,synthetic_research_anchored
B051,88,Red,Warm_ambient,0.99,0.865,11.985,30.23,78.22,219.59,30.03,77.18,215.66,6.75,12.9,5.15,26.55,21.97,32,120,synthetic_research_anchored
B030,79,Red,Ventilated_ambient,0.964,0.673,11.013,29.94,64.7,225.61,30.05,64.56,227.24,5.65,0.5,3.33,68.01,72.13,7,86,synthetic_research_anchored
B112,102,Yellow,Ventilated_ambient,0.841,0.828,14.367,25.09,60.48,226.03,24.91,59.51,226.68,0.06,1.14,2.5,44.5,58.44,18,120,synthetic_research_anchored
B012,96,Yellow,Ventilated_ambient,0.883,0.655,9.702,25.69,76.94,258.67,25.5,76.43,262.74,0.0,10.73,4.2,69.01,81.28,9,105,synthetic_research_anchored
B080,9,Yellow,Warm_ambient,0.978,0.723,8.99,31.21,73.26,163.17,31.53,72.52,158.18,10.09,7.35,0.77,0.85,1.47,89,98,synthetic_research_anchored
B035,88,Red,Ventilated_ambient,0.887,0.823,13.801,32.84,70.91,253.44,32.92,70.87,255.97,14.29,4.78,6.12,51.16,40.91,23,111,synthetic_research_anchored
B064,72,White,DOGR_like,0.938,0.762,8.039,29.23,69.46,235.4,29.06,69.4,235.74,4.81,3.87,3.61,44.44,45.15,18,90,synthetic_research_anchored
B020,1,Yellow,Warm_ambient,0.899,0.764,19.121,34.14,72.3,194.27,34.26,71.82,195.3,17.78,6.18,0.34,0.59,0.0,71,72,synthetic_research_anchored
B136,59,Red,Ventilated_ambient,0.895,0.793,14.366,33.42,61.94,173.66,33.54,61.2,174.15,13.86,0.03,3.51,7.22,5.76,38,97,synthetic_research_anchored
B087,24,Yellow,Ventilated_ambient,0.773,0.879,11.239,36.19,70.17,172.23,36.2,70.02,166.91,21.35,6.04,2.06,1.63,0.0,73,97,synthetic_research_anchored
B046,28,White,DOGR_like,0.819,0.826,19.921,31.46,64.3,168.24,31.41,64.05,172.85,11.28,0.0,1.55,0.07,0.62,54,82,synthetic_research_anchored
B138,82,Red,DOGR_like,0.859,0.752,10.457,28.11,57.97,153.22,28.16,58.03,151.05,0.37,0.06,2.85,11.02,10.52,38,120,synthetic_research_anchored
B001,44,Red,Warm_ambient,0.925,0.972,9.872,34.83,85.5,194.96,34.48,85.97,202.6,17.1,20.36,4.28,14.77,10.96,31,75,synthetic_research_anchored
B084,84,Red,Ventilated_ambient,0.835,0.734,19.633,24.38,77.13,245.65,24.35,77.76,240.1,0.0,13.21,3.7,68.75,74.85,9,93,synthetic_research_anchored
B024,96,Red,Ventilated_ambient,0.831,0.841,17.081,29.64,83.42,291.1,29.91,84.14,292.49,6.1,18.06,6.46,100.0,100.0,0,84,synthetic_research_anchored
B153,85,Yellow,Warm_ambient,0.92,0.98,13.087,28.14,66.71,186.37,28.07,65.89,187.34,4.22,0.02,2.86,23.22,25.15,29,114,synthetic_research_anchored
B040,48,Yellow,Ventilated_ambient,0.924,0.886,18.176,32.67,74.69,218.18,32.56,74.92,215.67,15.76,9.07,3.04,21.56,16.85,26,74,synthetic_research_anchored
B097,6,Red,Warm_ambient,0.961,0.861,15.828,29.29,77.31,178.27,29.42,77.4,177.73,4.6,10.42,0.69,0.77,0.49,111,117,synthetic_research_anchored
B122,87,Red,Ventilated_ambient,0.862,0.723,14.566,23.76,63.72,215.39,23.61,64.21,213.76,0.0,0.0,2.32,59.32,85.86,0,85,synthetic_research_anchored
B175,84,Red,DOGR_like,0.893,0.805,11.153,30.0,60.49,243.79,30.02,60.54,237.63,8.53,1.14,3.51,65.91,67.02,9,93,synthetic_research_anchored
B115,114,Yellow,Warm_ambient,0.907,0.86,9.002,24.83,77.56,275.07,25.1,77.35,277.12,0.1,10.71,4.52,80.94,100.0,0,90,synthetic_research_anchored
B153,0,Yellow,Warm_ambient,0.92,0.98,13.087,30.47,67.67,159.37,30.78,67.84,168.09,7.8,1.15,0.23,0.0,0.65,114,114,synthetic_research_anchored
B166,19,Red,Warm_ambient,0.895,0.782,12.145,41.31,89.17,184.71,41.11,89.58,183.97,24.0,22.72,2.44,2.82,2.44,42,61,synthetic_research_anchored
B053,74,White,DOGR_like,0.909,0.927,11.662,26.25,68.09,222.83,26.2,67.4,222.44,0.0,3.76,1.97,60.75,88.46,0,70,synthetic_research_anchored
B025,114,Yellow,DOGR_like,0.99,0.742,13.068,30.31,65.44,252.91,30.15,65.69,252.16,8.19,0.0,4.83,69.24,87.8,3,117,synthetic_research_anchored
B078,49,Red,DOGR_like,0.833,0.962,8.451,26.82,54.53,156.98,26.88,55.28,154.76,0.61,1.5,1.28,0.0,1.08,71,120,synthetic_research_anchored
B064,49,White,DOGR_like,0.938,0.762,8.039,27.88,70.1,166.69,28.07,69.81,161.37,3.64,6.18,1.79,3.3,5.24,41,90,synthetic_research_anchored
B038,114,Red,DOGR_like,0.99,0.683,12.468,25.72,57.16,225.69,25.48,56.76,226.93,0.17,0.0,2.88,56.34,81.19,6,120,synthetic_research_anchored
B142,41,White,Ventilated_ambient,0.963,0.742,16.589,29.36,72.16,189.7,29.07,72.85,192.54,6.86,7.58,1.75,10.4,10.59,30,71,synthetic_research_anchored
B063,25,Yellow,DOGR_like,0.86,0.692,16.634,24.83,60.96,170.7,24.56,60.65,172.61,0.12,0.0,0.4,0.0,0.24,95,120,synthetic_research_anchored
B007,9,Yellow,Ventilated_ambient,0.866,0.802,15.565,32.26,74.56,166.72,32.37,74.29,164.7,10.8,10.29,0.73,1.39,0.27,71,80,synthetic_research_anchored
B081,78,Yellow,Ventilated_ambient,0.966,0.926,10.344,28.55,71.21,182.06,29.11,72.37,182.64,3.92,5.02,3.39,34.41,35.17,23,101,synthetic_research_anchored
B054,67,Yellow,Ventilated_ambient,0.964,0.805,14.51,30.93,66.56,169.24,30.74,66.29,171.48,8.97,2.24,3.32,12.77,11.47,34,101,synthetic_research_anchored
B076,94,White,DOGR_like,0.883,0.806,11.02,24.29,61.33,221.3,24.08,61.74,227.75,0.35,1.15,2.4,50.86,71.55,10,104,synthetic_research_anchored
B029,119,Red,Ventilated_ambient,0.99,0.887,17.853,34.16,62.59,292.6,34.82,63.0,296.94,17.05,0.13,7.52,98.82,95.1,0,78,synthetic_research_anchored
B164,47,Yellow,Ventilated_ambient,0.877,0.687,12.887,24.2,68.02,157.36,23.86,68.31,159.55,0.0,2.95,1.25,2.72,3.48,41,88,synthetic_research_anchored
B054,114,Yellow,Ventilated_ambient,0.964,0.805,14.51,31.81,67.69,285.19,31.53,67.46,284.57,11.49,2.49,6.16,84.34,97.23,0,101,synthetic_research_anchored
B094,74,Red,Ventilated_ambient,0.865,0.748,18.309,31.46,63.97,245.2,31.42,64.21,251.88,10.17,0.51,4.07,63.71,55.62,13,87,synthetic_research_anchored
B163,76,Red,DOGR_like,0.825,0.63,11.864,23.96,62.82,230.74,24.14,62.42,225.22,0.92,0.98,1.99,59.57,76.38,2,78,synthetic_research_anchored
B028,19,Red,DOGR_like,0.912,0.904,12.891,25.54,63.08,150.75,25.49,62.56,151.94,0.0,0.17,0.75,0.0,0.0,101,120,synthetic_research_anchored
B028,48,Red,DOGR_like,0.912,0.904,12.891,26.71,60.74,137.9,26.31,60.84,141.57,0.92,1.37,1.24,0.28,0.0,72,120,synthetic_research_anchored
B063,36,Yellow,DOGR_like,0.86,0.692,16.634,25.88,59.88,133.16,25.72,59.44,137.66,3.37,0.0,1.15,0.0,0.0,84,120,synthetic_research_anchored
B049,55,Yellow,Warm_ambient,0.985,0.916,18.709,32.76,74.71,270.71,32.76,75.16,272.27,13.23,9.19,3.7,70.24,54.5,11,66,synthetic_research_anchored
B173,98,Yellow,Ventilated_ambient,0.812,0.919,16.293,34.03,75.01,319.61,34.05,75.49,322.54,16.24,7.16,7.7,96.73,100.0,0,87,synthetic_research_anchored
B100,111,White,Ventilated_ambient,0.99,0.798,11.935,28.35,64.33,246.99,28.71,64.53,250.53,4.69,1.42,3.48,63.17,87.97,2,113,synthetic_research_anchored
B031,3,Red,Ventilated_ambient,0.959,0.922,18.69,25.15,65.63,148.27,24.94,65.65,147.1,0.0,0.71,0.05,0.0,0.41,104,107,synthetic_research_anchored
B104,24,Red,Ventilated_ambient,0.94,0.642,8.704,27.09,68.54,153.91,26.68,68.68,156.11,0.0,2.93,0.92,0.88,0.74,65,89,synthetic_research_anchored
B146,76,Yellow,Warm_ambient,0.906,0.824,12.681,32.81,83.19,325.56,32.85,83.57,328.48,14.31,18.5,6.09,100.0,84.74,4,80,synthetic_research_anchored
B048,100,Red,Warm_ambient,0.876,0.98,10.41,31.77,71.96,253.21,32.12,72.0,246.15,11.59,8.41,6.45,60.44,55.77,20,120,synthetic_research_anchored
B120,115,Red,Ventilated_ambient,0.853,0.98,17.885,26.13,72.54,251.35,25.69,72.96,253.19,0.0,7.19,3.96,71.45,99.43,0,99,synthetic_research_anchored
B148,25,Yellow,Ventilated_ambient,0.798,0.782,13.285,32.68,70.17,167.84,32.58,70.96,167.88,14.09,4.67,1.49,0.04,0.53,55,80,synthetic_research_anchored
B070,24,Red,Ventilated_ambient,0.933,0.705,19.606,29.79,54.33,151.63,29.93,53.87,154.52,7.94,0.0,0.92,0.0,0.0,84,108,synthetic_research_anchored
B004,20,Red,Ventilated_ambient,0.75,0.898,11.786,30.92,69.75,166.72,31.18,69.34,172.42,9.29,3.5,1.17,0.17,0.0,100,120,synthetic_research_anchored
B109,109,Red,Ventilated_ambient,0.918,0.775,17.875,28.71,67.5,263.94,28.72,67.59,259.33,5.48,2.82,4.36,74.05,97.52,0,81,synthetic_research_anchored
B148,99,Yellow,Ventilated_ambient,0.798,0.782,13.285,30.4,74.74,276.53,30.48,74.57,269.22,8.15,8.78,6.09,97.02,100.0,0,80,synthetic_research_anchored
B124,38,Red,Warm_ambient,0.923,0.821,11.539,42.85,81.52,212.1,42.44,81.86,211.17,24.0,16.07,5.21,1.8,1.51,51,89,synthetic_research_anchored
B159,102,Red,Ventilated_ambient,0.744,0.624,19.255,22.88,64.77,252.48,22.97,64.86,246.56,0.92,1.44,2.77,65.94,91.65,0,94,synthetic_research_anchored
B047,9,Red,DOGR_like,0.949,0.772,10.972,28.33,63.73,140.49,28.44,64.2,142.79,1.73,1.36,0.47,0.0,0.69,86,95,synthetic_research_anchored
B006,83,Red,DOGR_like,0.963,0.805,13.428,23.64,58.6,183.4,23.92,58.85,176.98,0.47,1.29,1.96,22.97,28.69,27,110,synthetic_research_anchored
B169,54,Red,Ventilated_ambient,0.835,0.754,19.832,24.57,73.38,152.77,24.95,73.56,152.95,0.0,10.17,2.13,3.5,5.05,42,96,synthetic_research_anchored
B110,13,Red,Ventilated_ambient,0.858,0.98,10.41,31.68,86.15,169.44,31.7,85.98,175.82,12.44,20.7,1.07,0.45,0.0,75,88,synthetic_research_anchored
B083,63,Yellow,Warm_ambient,0.926,0.94,9.763,29.73,65.34,208.73,29.59,65.89,209.74,6.6,1.53,2.79,39.82,42.53,17,80,synthetic_research_anchored
B051,25,Red,Warm_ambient,0.99,0.865,11.985,30.84,80.12,175.25,30.35,79.81,169.14,9.22,14.0,1.49,0.0,0.24,95,120,synthetic_research_anchored
B074,49,Red,DOGR_like,0.921,0.852,12.879,30.59,64.86,168.43,31.03,65.04,172.46,8.87,0.0,2.43,1.36,1.1,71,120,synthetic_research_anchored
B173,22,Yellow,Ventilated_ambient,0.812,0.919,16.293,31.68,86.1,188.97,31.84,85.77,185.82,12.26,22.42,1.7,0.0,1.09,65,87,synthetic_research_anchored
B076,117,White,DOGR_like,0.883,0.806,11.02,23.42,62.87,224.35,23.08,62.73,224.37,0.0,0.0,3.19,59.51,93.56,0,104,synthetic_research_anchored
B084,16,Red,Ventilated_ambient,0.835,0.734,19.633,27.53,70.8,158.59,27.14,70.57,157.16,0.83,7.29,0.45,0.31,0.58,77,93,synthetic_research_anchored
B148,100,Yellow,Ventilated_ambient,0.798,0.782,13.285,30.65,72.96,304.51,30.57,72.12,309.68,9.75,7.42,5.77,94.98,100.0,0,80,synthetic_research_anchored
B136,27,Red,Ventilated_ambient,0.895,0.793,14.366,33.26,61.6,149.39,33.14,61.51,152.91,15.94,0.0,1.35,0.2,0.0,70,97,synthetic_research_anchored
B078,95,Red,DOGR_like,0.833,0.962,8.451,23.75,59.47,201.22,23.87,58.78,198.45,0.0,0.0,2.81,32.35,35.86,25,120,synthetic_research_anchored
B164,42,Yellow,Ventilated_ambient,0.877,0.687,12.887,22.86,66.6,134.53,22.66,67.2,129.69,0.15,0.98,1.21,0.42,3.5,46,88,synthetic_research_anchored
B123,65,Yellow,Ventilated_ambient,0.837,0.802,13.128,28.7,64.03,155.34,28.45,63.98,156.49,7.38,1.16,2.41,19.45,21.04,27,92,synthetic_research_anchored
B111,36,Red,Warm_ambient,0.843,0.735,12.769,28.66,90.48,177.55,28.97,89.28,182.9,3.65,24.0,2.56,4.08,4.85,42,78,synthetic_research_anchored
B132,118,Yellow,DOGR_like,0.897,0.665,19.89,29.34,64.98,266.3,29.49,65.13,265.04,5.3,0.0,4.69,78.45,96.66,0,73,synthetic_research_anchored
B162,1,Red,Ventilated_ambient,0.85,0.823,16.89,27.35,70.47,146.69,27.63,70.24,148.96,0.0,3.22,0.21,0.0,0.0,95,96,synthetic_research_anchored
B009,59,White,Warm_ambient,0.883,0.895,14.454,30.21,78.59,245.74,30.35,78.62,247.66,7.67,11.33,3.42,49.35,44.58,16,75,synthetic_research_anchored
B166,111,Red,Warm_ambient,0.895,0.782,12.145,42.23,85.02,345.83,42.01,84.88,344.12,24.0,19.43,15.4,100.0,100.0,0,61,synthetic_research_anchored
B142,111,White,Ventilated_ambient,0.963,0.742,16.589,30.31,75.33,288.94,30.67,75.01,286.5,6.34,10.72,5.9,100.0,100.0,0,71,synthetic_research_anchored
B077,58,Red,Warm_ambient,0.858,0.928,10.363,28.16,79.49,160.46,28.22,80.68,162.48,1.35,14.21,3.17,0.28,0.45,62,120,synthetic_research_anchored
B081,62,Yellow,Ventilated_ambient,0.966,0.926,10.344,29.96,66.25,172.3,30.26,66.3,171.88,5.67,0.67,2.85,4.59,6.88,39,101,synthetic_research_anchored
B102,34,Yellow,Ventilated_ambient,0.921,0.96,11.592,32.7,66.72,174.85,32.54,67.37,176.52,13.56,0.76,1.87,0.0,0.31,68,102,synthetic_research_anchored
B156,85,Red,DOGR_like,0.851,0.778,8.643,24.46,63.02,218.69,24.84,63.29,214.06,0.0,0.0,1.87,52.9,70.6,8,93,synthetic_research_anchored
B048,62,Red,Warm_ambient,0.876,0.98,10.41,33.95,73.69,179.26,33.87,73.63,184.45,16.76,6.2,4.8,0.34,2.29,58,120,synthetic_research_anchored
B162,32,Red,Ventilated_ambient,0.85,0.823,16.89,27.47,77.99,152.38,27.6,78.58,151.6,1.6,15.0,1.27,0.03,1.86,64,96,synthetic_research_anchored
B116,25,Red,DOGR_like,0.849,0.787,13.088,25.86,68.67,157.24,25.93,69.35,161.43,0.0,4.12,0.88,0.0,1.39,68,93,synthetic_research_anchored
B085,53,Yellow,Warm_ambient,0.916,0.854,15.599,26.27,59.61,162.24,26.26,58.85,162.78,3.01,0.0,1.14,2.01,2.28,46,99,synthetic_research_anchored
B106,18,Red,Ventilated_ambient,0.976,0.78,18.376,29.41,70.73,169.06,29.56,70.31,175.67,6.57,7.25,0.8,0.0,0.0,102,120,synthetic_research_anchored
B097,1,Red,Warm_ambient,0.961,0.861,15.828,28.8,74.81,176.47,29.02,75.11,184.62,4.24,10.84,0.0,0.0,0.0,116,117,synthetic_research_anchored
B123,42,Yellow,Ventilated_ambient,0.837,0.802,13.128,27.41,68.17,138.04,27.57,67.77,134.54,0.59,3.25,1.16,0.24,0.91,50,92,synthetic_research_anchored
B175,48,Red,DOGR_like,0.893,0.805,11.153,26.55,61.41,164.51,26.97,61.31,163.88,0.0,2.18,1.05,2.19,2.4,45,93,synthetic_research_anchored
B167,9,Yellow,Ventilated_ambient,0.81,0.722,11.9,34.59,67.98,183.75,34.61,67.38,187.87,16.36,1.74,0.99,0.95,0.0,96,105,synthetic_research_anchored
B092,86,Yellow,DOGR_like,0.85,0.781,11.079,27.04,65.38,242.46,27.03,65.69,241.83,0.0,0.25,2.09,63.84,94.03,0,72,synthetic_research_anchored
B130,56,Red,Warm_ambient,0.719,0.933,12.565,28.82,75.15,237.17,28.81,75.11,236.33,3.73,9.76,2.63,49.51,44.64,15,71,synthetic_research_anchored
B145,85,Red,Ventilated_ambient,0.882,0.72,13.572,28.77,69.35,212.76,29.11,69.14,213.48,3.64,5.36,3.79,41.91,41.94,22,107,synthetic_research_anchored
B176,111,Yellow,Warm_ambient,0.78,0.91,16.359,32.6,73.23,310.37,32.61,74.02,310.12,13.24,8.16,7.99,100.0,99.87,0,92,synthetic_research_anchored
B121,75,Yellow,Warm_ambient,0.895,0.686,13.704,31.73,60.35,191.46,31.7,61.39,189.15,12.19,0.0,4.11,29.33,24.02,26,101,synthetic_research_anchored
B024,79,Red,Ventilated_ambient,0.831,0.841,17.081,31.22,82.0,300.36,31.41,81.16,300.17,9.82,17.56,5.7,100.0,83.41,5,84,synthetic_research_anchored
B119,20,White,Ventilated_ambient,0.847,0.761,16.084,31.0,76.8,154.33,31.08,77.06,153.01,12.43,12.92,1.15,0.09,0.74,53,73,synthetic_research_anchored
B115,53,Yellow,Warm_ambient,0.907,0.86,9.002,26.78,71.13,159.87,26.75,71.27,156.92,0.0,4.01,1.55,6.34,5.58,37,90,synthetic_research_anchored
B029,37,Red,Ventilated_ambient,0.99,0.887,17.853,34.33,60.43,147.67,34.28,60.08,146.22,15.76,1.99,2.55,1.38,3.62,41,78,synthetic_research_anchored
B061,44,Red,Ventilated_ambient,0.897,0.661,14.373,27.73,73.52,184.3,28.28,72.59,182.5,2.57,8.05,1.85,3.62,3.2,41,85,synthetic_research_anchored
B071,106,Yellow,Ventilated_ambient,0.878,0.844,11.813,30.0,77.01,300.75,30.13,76.87,300.41,4.98,12.44,6.05,98.13,100.0,0,81,synthetic_research_anchored
B141,16,Red,Warm_ambient,0.92,0.822,8.109,30.33,75.12,176.95,30.47,75.02,188.17,6.77,7.87,1.06,0.0,0.0,78,94,synthetic_research_anchored
B076,24,White,DOGR_like,0.883,0.806,11.02,26.19,54.76,126.13,26.13,55.12,127.39,0.0,0.0,0.76,0.0,0.04,80,104,synthetic_research_anchored
B112,92,Yellow,Ventilated_ambient,0.841,0.828,14.367,26.85,60.07,195.15,26.29,60.08,200.3,2.41,0.0,2.41,25.36,30.42,28,120,synthetic_research_anchored
B083,96,Yellow,Warm_ambient,0.926,0.94,9.763,27.24,70.53,243.29,27.66,70.04,239.51,0.0,3.65,3.35,71.33,97.64,0,80,synthetic_research_anchored
B123,8,Yellow,Ventilated_ambient,0.837,0.802,13.128,30.3,65.33,150.27,30.36,65.91,150.41,7.56,1.82,0.14,0.0,0.83,84,92,synthetic_research_anchored
B164,4,Yellow,Ventilated_ambient,0.877,0.687,12.887,26.37,62.45,156.04,26.56,61.3,157.09,1.15,0.12,0.0,0.0,0.11,84,88,synthetic_research_anchored
B046,55,White,DOGR_like,0.819,0.826,19.921,27.47,68.58,174.99,27.55,68.37,184.23,0.22,1.9,2.03,16.09,18.47,27,82,synthetic_research_anchored
B042,28,Red,Ventilated_ambient,0.829,0.946,10.717,37.65,67.8,166.56,37.52,67.52,170.9,24.0,2.81,2.49,1.86,0.0,83,111,synthetic_research_anchored
B178,56,Yellow,DOGR_like,0.819,0.774,11.418,25.51,57.1,155.21,25.87,57.85,154.28,0.0,0.0,1.78,4.85,5.97,37,93,synthetic_research_anchored
B124,44,Red,Warm_ambient,0.923,0.821,11.539,41.89,80.52,192.63,42.05,80.51,194.93,24.0,15.82,5.74,3.64,2.27,45,89,synthetic_research_anchored
B012,112,Yellow,Ventilated_ambient,0.883,0.655,9.702,29.13,80.05,276.54,29.42,79.05,274.87,6.57,14.02,6.4,92.82,100.0,0,105,synthetic_research_anchored
B138,38,Red,DOGR_like,0.859,0.752,10.457,26.61,54.03,146.1,26.78,53.8,150.22,0.46,0.0,0.99,0.45,0.59,82,120,synthetic_research_anchored
B078,43,Red,DOGR_like,0.833,0.962,8.451,25.57,53.59,137.2,25.77,53.45,139.44,0.49,0.0,1.47,0.0,0.0,77,120,synthetic_research_anchored
B113,54,Red,DOGR_like,0.935,0.918,12.872,27.48,63.3,143.05,27.01,63.54,144.0,2.74,0.0,1.57,2.79,3.54,43,97,synthetic_research_anchored
B112,45,Yellow,Ventilated_ambient,0.841,0.828,14.367,32.63,66.8,169.79,32.52,67.45,172.06,12.55,1.85,3.24,0.0,0.0,75,120,synthetic_research_anchored
B122,66,Red,Ventilated_ambient,0.862,0.723,14.566,27.18,68.73,202.29,27.08,68.34,204.41,0.0,6.37,1.73,32.98,38.72,19,85,synthetic_research_anchored
B134,53,Red,Ventilated_ambient,0.855,0.663,19.411,33.01,66.4,177.55,32.9,66.77,172.86,14.62,0.0,3.38,5.27,3.61,42,95,synthetic_research_anchored
B055,94,Red,Ventilated_ambient,0.864,0.778,9.216,32.18,78.61,271.15,32.08,78.78,271.37,12.22,12.58,7.05,69.07,55.62,20,114,synthetic_research_anchored
B034,14,Red,DOGR_like,0.917,0.836,17.176,27.0,61.07,147.39,27.14,61.16,147.82,0.67,1.58,0.52,0.0,1.26,84,98,synthetic_research_anchored
B074,45,Red,DOGR_like,0.921,0.852,12.879,29.22,66.8,170.34,28.97,66.94,167.85,6.51,3.03,1.92,0.0,0.0,75,120,synthetic_research_anchored
B141,1,Red,Warm_ambient,0.92,0.822,8.109,30.25,70.73,151.52,30.15,69.58,143.81,6.82,6.72,0.41,0.0,1.28,93,94,synthetic_research_anchored
B060,5,White,Ventilated_ambient,0.933,0.826,11.649,25.71,74.01,162.22,25.42,74.71,163.22,0.95,8.65,0.02,0.29,0.0,86,91,synthetic_research_anchored
B043,78,Red,Ventilated_ambient,0.809,0.876,18.684,33.6,73.17,319.41,33.63,73.34,320.69,14.38,8.32,5.78,100.0,91.93,0,74,synthetic_research_anchored
B108,64,White,Ventilated_ambient,0.99,0.6,15.022,32.08,63.72,219.74,32.15,63.96,218.18,11.48,0.97,3.59,41.4,38.64,18,82,synthetic_research_anchored
B021,60,Red,Ventilated_ambient,0.949,0.939,19.361,29.6,67.39,184.9,29.09,67.91,195.17,3.73,1.95,3.06,15.32,14.72,30,90,synthetic_research_anchored
B004,6,Red,Ventilated_ambient,0.75,0.898,11.786,29.48,68.04,144.99,29.28,68.72,148.53,5.87,3.21,0.17,0.0,0.05,114,120,synthetic_research_anchored
